时间	收盘价	开盘价	最高价	最低价	涨跌幅	涨跌额	成交量	成交额	振幅	换手率
2013-11-19	1659.53	1674.72	1675.88	1656.44	-0.93	-15.63	29750571	31613504256.00	1.16	0.24
2013-11-18	1675.16	1618.16	1676.87	1610.05	4.38	70.34	45710723	46230817024.00	4.16	0.37
2013-11-15	1604.82	1573.91	1622.85	1573.68	2.04	32.09	29823863	28136174848.00	3.13	0.24
2013-11-14	1572.73	1571.60	1574.58	1559.57	0.22	3.48	18089427	15727422208.00	0.96	0.15
2013-11-13	1569.25	1599.00	1599.19	1568.17	-2.58	-41.53	20171266	17633687808.00	1.93	0.16
2013-11-12	1610.78	1595.65	1611.54	1595.65	1.23	19.64	15734974	15527084800.00	1.00	0.13
2013-11-11	1591.14	1587.59	1596.47	1579.38	0.23	3.70	14867650	13661447168.00	1.08	0.12
2013-11-08	1587.44	1603.22	1613.41	1585.62	-1.44	-23.14	16881980	15550214144.00	1.73	0.14
2013-11-07	1610.58	1615.51	1619.37	1601.60	-0.22	-3.63	15909010	14624815360.00	1.10	0.13
2013-11-06	1614.21	1623.85	1630.83	1613.36	-1.19	-19.45	18749472	17182440960.00	1.07	0.15
2013-11-05	1633.66	1629.79	1637.44	1611.24	-0.30	-4.85	19584257	17611081984.00	1.60	0.16
2013-11-04	1638.51	1654.11	1659.76	1635.34	-0.38	-6.24	16504439	15577314816.00	1.48	0.13
2013-11-01	1644.75	1633.03	1650.53	1628.12	0.84	13.70	20641779	19607811072.00	1.37	0.17
2013-10-31	1631.05	1645.12	1645.12	1629.29	-1.35	-22.37	25536539	21315714304.00	0.96	0.21
2013-10-30	1653.42	1634.28	1654.39	1624.53	1.21	19.70	28200642	24005211392.00	1.83	0.23
2013-10-29	1633.72	1615.43	1655.93	1606.34	1.43	23.03	36368210	32137311488.00	3.08	0.30
2013-10-28	1610.69	1614.68	1616.98	1600.80	-0.05	-0.83	16188875	14812435200.00	1.00	0.13
2013-10-25	1611.52	1622.01	1635.84	1601.66	-0.62	-10.09	24514716	21829630720.00	2.11	0.20
2013-10-24	1621.61	1633.93	1640.62	1618.61	-1.03	-16.89	21232070	18652256512.00	1.34	0.17
2013-10-23	1638.50	1646.93	1670.00	1634.91	-0.10	-1.57	26266108	23849761792.00	2.14	0.21
2013-10-22	1640.07	1656.64	1656.64	1636.19	-1.06	-17.51	22476446	19877575936.00	1.23	0.18
2013-10-21	1657.58	1640.28	1659.57	1626.55	1.27	20.78	23190491	21386703872.00	2.02	0.19
2013-10-18	1636.80	1630.55	1647.77	1628.09	0.59	9.62	18792756	16376943616.00	1.21	0.15
2013-10-17	1627.18	1642.33	1647.24	1625.47	-0.43	-7.04	19355845	17485548800.00	1.33	0.16
2013-10-16	1634.22	1652.59	1652.59	1626.26	-1.33	-22.04	24036685	22237054208.00	1.59	0.20
2013-10-15	1656.26	1665.63	1666.97	1646.65	-0.36	-5.91	24921179	22149705472.00	1.22	0.20
2013-10-14	1662.17	1670.73	1671.51	1656.73	-0.43	-7.10	28575655	25777575936.00	0.89	0.23
2013-10-11	1669.27	1649.85	1672.02	1644.51	1.91	31.34	28201659	25667570432.00	1.68	0.23
2013-10-10	1637.93	1670.79	1671.10	1635.27	-1.83	-30.55	25197288	22864587520.00	2.15	0.21
2013-10-09	1668.48	1653.09	1673.04	1647.38	0.53	8.77	23777652	21053469952.00	1.55	0.19
2013-10-08	1659.71	1637.98	1664.21	1622.59	1.01	16.65	28736140	23571912448.00	2.53	0.23
2013-09-30	1643.06	1648.15	1653.24	1634.93	0.24	3.91	17170541	16218420480.00	1.12	0.14
2013-09-27	1639.15	1630.69	1641.01	1624.88	0.40	6.45	19965416	18514292480.00	0.99	0.16
2013-09-26	1632.70	1658.18	1658.18	1629.90	-1.74	-28.91	28922381	26844604672.00	1.70	0.24
2013-09-25	1661.61	1671.54	1687.13	1658.02	-0.71	-11.95	24792636	23625989888.00	1.74	0.20
2013-09-24	1673.56	1709.99	1710.11	1660.23	-2.31	-39.52	34495464	32421776896.00	2.91	0.28
2013-09-23	1713.08	1707.90	1716.09	1694.94	0.73	12.49	28648254	27345221888.00	1.24	0.23
2013-09-18	1700.59	1698.61	1710.48	1680.68	0.12	1.96	29026425	27027917312.00	1.75	0.24
2013-09-17	1698.63	1744.39	1748.71	1697.11	-2.28	-39.62	41514179	40589840896.00	2.97	0.34
2013-09-16	1738.25	1763.92	1765.47	1722.67	-0.63	-10.99	47366615	44087469824.00	2.45	0.39
2013-09-13	1749.24	1764.03	1776.50	1742.98	-1.32	-23.42	38737326	39150868224.00	1.89	0.32
2013-09-12	1772.66	1741.50	1798.96	1726.10	1.80	31.34	60270648	57747436544.00	4.18	0.49
2013-09-11	1741.32	1745.50	1765.94	1736.19	0.22	3.74	56354685	53764222720.00	1.71	0.46
2013-09-10	1737.58	1720.39	1738.35	1704.64	1.41	24.19	61578337	55881331456.00	1.97	0.50
2013-09-09	1713.39	1643.18	1720.03	1643.18	5.38	87.54	66381023	57005160448.00	4.73	0.54
2013-09-06	1625.85	1604.77	1630.30	1604.21	1.01	16.25	23507104	20855894016.00	1.62	0.19
2013-09-05	1609.60	1615.53	1616.70	1606.31	-0.24	-3.94	16708930	17015211008.00	0.64	0.14
2013-09-04	1613.54	1612.50	1620.15	1608.90	-0.06	-1.00	21894366	20715047936.00	0.70	0.18
2013-09-03	1614.54	1596.47	1615.13	1591.21	1.42	22.61	25420372	24556925184.00	1.50	0.21
2013-09-02	1591.93	1594.99	1601.14	1579.72	0.14	2.15	24759173	25779244800.00	1.35	0.20
2013-08-30	1589.78	1586.52	1599.87	1575.77	0.10	1.63	23615249	23223392256.00	1.52	0.19
2013-08-29	1588.15	1604.28	1607.02	1580.81	-0.30	-4.72	20597219	19461085696.00	1.65	0.17
2013-08-28	1592.87	1591.35	1603.96	1577.49	-0.57	-9.13	27955865	27218013184.00	1.65	0.23
2013-08-27	1602.00	1598.74	1609.06	1589.05	0.04	0.62	19215167	19375463680.00	1.25	0.16
2013-08-26	1601.38	1573.22	1604.25	1566.02	2.24	35.09	23026029	21358939904.00	2.44	0.19
2013-08-23	1566.29	1591.75	1595.94	1543.00	-1.03	-16.33	21106777	19176009984.00	3.35	0.17
2013-08-22	1582.62	1582.33	1606.35	1578.31	-0.34	-5.46	17755033	16073233920.00	1.77	0.14
2013-08-21	1588.08	1601.30	1602.95	1575.46	-0.41	-6.46	18370623	17500233984.00	1.72	0.15
2013-08-20	1594.54	1603.39	1628.68	1588.22	-0.89	-14.33	27386048	25162747904.00	2.51	0.22
2013-08-19	1608.87	1576.57	1617.34	1574.02	1.01	16.08	26773638	24981563904.00	2.72	0.22
2013-08-16	1592.79	1590.92	1711.43	1573.72	-0.15	-2.36	52755402	45013980160.00	8.63	0.43
2013-08-15	1595.15	1608.62	1624.34	1593.69	-0.94	-15.07	19520467	18182924288.00	1.90	0.16
2013-08-14	1610.22	1622.21	1643.00	1605.28	-0.59	-9.52	23697562	22843741440.00	2.33	0.19
2013-08-13	1619.74	1610.79	1621.89	1602.93	0.59	9.47	26353714	25112860928.00	1.18	0.21
2013-08-12	1610.27	1560.16	1610.81	1557.56	3.69	57.23	36806351	36228734976.00	3.43	0.30
2013-08-09	1553.04	1554.76	1562.25	1533.22	0.55	8.42	21720508	20827749632.00	1.88	0.18
2013-08-08	1544.62	1548.41	1561.34	1538.61	-0.42	-6.54	15085552	14205110528.00	1.47	0.12
2013-08-07	1551.16	1554.88	1575.69	1548.49	-0.38	-5.98	21552891	19963863040.00	1.75	0.18
2013-08-06	1557.14	1547.61	1564.49	1533.24	0.19	2.95	19475816	18348103424.00	2.01	0.16
2013-08-05	1554.19	1540.49	1554.29	1533.00	1.15	17.68	15325227	14137677568.00	1.39	0.12
2013-08-02	1536.51	1550.89	1558.83	1533.94	-0.08	-1.30	18107104	16095964928.00	1.62	0.15
2013-08-01	1537.81	1513.80	1541.16	1508.81	2.24	33.64	20127161	17525296896.00	2.15	0.16
2013-07-31	1504.17	1518.83	1535.85	1499.55	0.22	3.23	15876203	13645499648.00	2.42	0.13
2013-07-30	1500.94	1490.82	1524.43	1483.57	1.13	16.73	18855543	16009595648.00	2.75	0.15
2013-07-29	1484.21	1505.68	1505.68	1478.20	-2.46	-37.40	18891476	15319836672.00	1.81	0.15
2013-07-26	1521.61	1521.59	1529.10	1512.61	-0.50	-7.69	13093462	11589676544.00	1.08	0.11
2013-07-25	1529.30	1537.73	1548.20	1522.23	-0.20	-3.05	18748654	15998243328.00	1.69	0.15
2013-07-24	1532.35	1541.93	1550.85	1512.97	-1.51	-23.49	22081387	18813234432.00	2.43	0.18
2013-07-23	1555.84	1520.58	1569.74	1514.21	2.76	41.79	26842149	22712409088.00	3.67	0.22
2013-07-22	1514.05	1493.99	1515.15	1485.06	0.18	2.65	19730656	15898461440.00	1.99	0.16
2013-07-19	1511.40	1551.30	1557.70	1508.28	-2.45	-37.95	24139401	20924036608.00	3.19	0.20
2013-07-18	1549.35	1575.67	1583.31	1547.09	-2.07	-32.79	20540311	17453867776.00	2.29	0.17
2013-07-17	1582.14	1602.48	1612.57	1581.74	-1.51	-24.20	22297155	19368122880.00	1.92	0.18
2013-07-16	1606.34	1597.33	1606.74	1579.45	0.10	1.68	21244408	18792151040.00	1.70	0.17
2013-07-15	1604.66	1599.04	1631.99	1582.83	1.08	17.07	28001253	25593903616.00	3.10	0.23
2013-07-12	1587.59	1626.55	1634.35	1585.51	-2.94	-48.07	34331760	31344718080.00	2.99	0.28
2013-07-11	1635.66	1555.28	1653.59	1555.28	5.75	88.92	53675008	48441615872.00	6.36	0.44
2013-07-10	1546.74	1505.71	1547.32	1500.77	2.75	41.44	23561411	20332972288.00	3.09	0.19
2013-07-09	1505.30	1505.91	1513.33	1497.51	-0.09	-1.43	15615241	12508500480.00	1.05	0.13
2013-07-08	1506.73	1518.88	1528.97	1502.24	-2.29	-35.32	19321461	16247602432.00	1.73	0.16
2013-07-05	1542.05	1538.39	1556.59	1535.71	0.44	6.73	20566047	18309018368.00	1.36	0.17
2013-07-04	1535.32	1511.52	1550.08	1503.45	0.81	12.41	23661680	21089101568.00	3.06	0.19
2013-07-03	1522.91	1530.66	1530.66	1501.08	-1.20	-18.43	22903120	19222627584.00	1.92	0.19
2013-07-02	1541.34	1546.85	1551.27	1519.44	-0.52	-8.03	22162322	18004113664.00	2.05	0.18
2013-07-01	1549.37	1539.78	1551.12	1520.70	-0.19	-3.01	20650950	16582647296.00	1.96	0.17
2013-06-28	1552.38	1504.43	1562.39	1497.44	2.66	40.18	31115161	23358146048.00	4.30	0.25
2013-06-27	1512.20	1511.49	1530.16	1498.28	0.17	2.52	26498660	20538146048.00	2.11	0.22
2013-06-26	1509.68	1529.05	1529.05	1487.31	-1.12	-17.12	28545153	22556296704.00	2.73	0.23
2013-06-25	1526.80	1508.52	1529.38	1422.98	0.11	1.63	40517109	32359446016.00	6.98	0.33
2013-06-24	1525.17	1625.45	1625.45	1524.28	-6.61	-107.99	33274220	28395314432.00	6.19	0.27
2013-06-21	1633.16	1606.97	1645.93	1598.47	0.10	1.61	21187090	19601008128.00	2.91	0.17
2013-06-20	1631.55	1677.93	1677.93	1629.75	-3.32	-56.06	18641448	17141967104.00	2.85	0.15
2013-06-19	1687.61	1697.60	1697.60	1668.07	-0.97	-16.61	15878339	16565166592.00	1.73	0.13
2013-06-18	1704.22	1701.23	1711.06	1690.12	0.69	11.74	14008001	14866496768.00	1.24	0.11
2013-06-17	1692.48	1709.48	1712.94	1689.49	-0.68	-11.67	14645073	13951434752.00	1.38	0.12
2013-06-14	1704.15	1703.08	1706.96	1692.31	0.20	3.35	18278298	16443113472.00	0.86	0.15
2013-06-13	1700.80	1733.14	1733.14	1679.66	-3.38	-59.42	25370672	23937688832.00	3.04	0.21
2013-06-07	1760.22	1783.86	1793.13	1755.60	-1.37	-24.48	19886841	19829006336.00	2.10	0.16
2013-06-06	1784.70	1801.49	1803.81	1782.48	-1.22	-22.12	14978733	15526725376.00	1.18	0.12
2013-06-05	1806.82	1818.81	1820.12	1799.74	-0.70	-12.68	13815322	13887115008.00	1.12	0.11
2013-06-04	1819.50	1837.64	1837.64	1815.69	-1.04	-19.14	18492950	18052363264.00	1.19	0.15
2013-06-03	1838.64	1840.40	1854.38	1833.84	-0.15	-2.73	17088020	17682929664.00	1.12	0.14
2013-05-31	1841.37	1859.24	1865.55	1839.35	-0.76	-14.09	17447055	17945420032.00	1.41	0.14
2013-05-30	1855.46	1855.76	1866.90	1848.56	-0.34	-6.24	20551810	20524560384.00	0.99	0.17
2013-05-29	1861.70	1873.09	1882.75	1860.40	-0.45	-8.39	26003403	25979174656.00	1.20	0.21
2013-05-28	1870.09	1827.60	1870.25	1821.24	2.34	42.83	30700597	29822925568.00	2.68	0.25
2013-05-27	1827.26	1825.23	1838.85	1821.16	-0.10	-1.88	17878808	18353927168.00	0.97	0.15
2013-05-24	1829.14	1831.72	1842.86	1814.57	0.30	5.40	16197644	16997014784.00	1.55	0.13
2013-05-23	1823.74	1849.26	1855.03	1822.37	-1.85	-34.46	20471737	21947539200.00	1.76	0.17
2013-05-22	1858.20	1850.75	1862.73	1847.47	0.38	7.12	19133827	21001127168.00	0.82	0.16
2013-05-21	1851.08	1858.14	1863.03	1840.20	-0.55	-10.17	19781473	20626739200.00	1.23	0.16
2013-05-20	1861.25	1848.32	1877.27	1841.42	0.95	17.44	29655707	29995682304.00	1.94	0.24
2013-05-17	1843.81	1819.52	1849.88	1810.32	1.23	22.36	27563300	27555413504.00	2.17	0.22
2013-05-16	1821.45	1785.71	1822.67	1770.41	1.79	32.02	24404904	25121620736.00	2.92	0.20
2013-05-15	1789.43	1787.84	1795.38	1781.22	0.22	3.85	12433946	13780609024.00	0.79	0.10
2013-05-14	1785.58	1806.18	1807.04	1776.70	-1.39	-25.14	18312642	19248866816.00	1.68	0.15
2013-05-13	1810.72	1819.56	1823.04	1800.31	-0.46	-8.40	17360638	18035135488.00	1.25	0.14
2013-05-10	1819.12	1804.18	1823.47	1798.99	0.62	11.26	16322284	16507762176.00	1.35	0.13
2013-05-09	1807.86	1825.38	1826.97	1794.42	-0.91	-16.52	19442053	20409966848.00	1.78	0.16
2013-05-08	1824.38	1826.43	1842.13	1814.96	0.35	6.45	21146420	21662568704.00	1.49	0.17
2013-05-07	1817.93	1812.03	1824.51	1800.27	0.07	1.33	19382042	21035612160.00	1.33	0.16
2013-05-06	1816.60	1804.89	1826.19	1801.36	1.18	21.11	21997266	21128847104.00	1.38	0.18
2013-05-03	1795.49	1770.69	1821.38	1770.32	1.84	32.44	24561653	23916880640.00	2.90	0.20
2013-05-02	1763.05	1758.38	1766.14	1745.57	-0.17	-2.99	17926222	16995491328.00	1.16	0.15
2013-04-26	1766.04	1786.64	1793.95	1760.22	-0.69	-12.25	16714033	15795388928.00	1.90	0.14
2013-04-25	1778.29	1786.86	1800.56	1762.17	-0.87	-15.60	20584645	20117620480.00	2.14	0.17
2013-04-24	1793.89	1764.03	1809.13	1755.44	1.89	33.21	22392291	21622750976.00	3.05	0.18
2013-04-23	1760.68	1828.09	1828.09	1759.42	-3.47	-63.27	23227788	23725576960.00	3.76	0.19
2013-04-22	1823.95	1820.03	1830.99	1814.87	-0.22	-4.03	21621229	22455788288.00	0.88	0.18
2013-04-19	1827.98	1772.64	1836.61	1771.50	3.38	59.83	33057170	33651064320.00	3.68	0.27
2013-04-18	1768.15	1745.94	1772.61	1740.26	0.37	6.53	17537744	18038752256.00	1.84	0.14
2013-04-17	1761.62	1769.81	1774.49	1747.41	-0.62	-11.02	16511135	17368577024.00	1.53	0.13
2013-04-16	1772.64	1746.31	1774.07	1739.22	0.73	12.84	22379943	22179049728.00	1.98	0.18
2013-04-15	1759.80	1768.21	1777.14	1754.70	-0.83	-14.71	17433015	15508401152.00	1.26	0.14
2013-04-12	1774.51	1783.09	1794.34	1773.50	-0.54	-9.62	14354895	14095809280.00	1.17	0.12
2013-04-11	1784.13	1802.51	1808.29	1782.90	-0.21	-3.80	16193326	15638172928.00	1.42	0.13
2013-04-10	1787.93	1787.74	1794.22	1775.61	-0.04	-0.70	17215201	17613417984.00	1.04	0.14
2013-04-09	1788.63	1776.83	1800.57	1776.83	0.88	15.53	19777794	21114249216.00	1.34	0.16
2013-04-08	1773.10	1755.76	1775.34	1747.66	-0.93	-16.57	19582654	18943130112.00	1.55	0.16
2013-04-03	1789.67	1787.98	1805.01	1782.79	0.36	6.45	18750240	17034243584.00	1.25	0.15
2013-04-02	1783.22	1785.57	1805.74	1771.37	-0.05	-0.85	22046604	21155916288.00	1.93	0.18
2013-04-01	1784.07	1781.79	1796.29	1779.10	-0.51	-9.12	17725718	16937452032.00	0.96	0.14
2013-03-29	1793.19	1791.57	1797.38	1774.92	0.09	1.55	25793779	24295416064.00	1.25	0.21
2013-03-28	1791.64	1816.85	1816.85	1782.24	-4.11	-76.80	44979128	41471507712.00	1.85	0.37
2013-03-27	1868.44	1863.52	1891.28	1854.82	0.39	7.18	23942410	23231255808.00	1.96	0.20
2013-03-26	1861.26	1891.31	1894.66	1852.16	-2.14	-40.67	28406639	28163692032.00	2.23	0.23
2013-03-25	1901.93	1913.79	1927.37	1898.27	-0.13	-2.53	23625148	24746439936.00	1.53	0.19
2013-03-22	1904.46	1900.15	1913.27	1893.17	0.11	2.16	20038064	20587012352.00	1.06	0.16
2013-03-21	1902.30	1906.85	1912.96	1890.54	-0.18	-3.47	26519125	28194018304.00	1.18	0.22
2013-03-20	1905.77	1833.36	1905.90	1833.36	4.09	74.81	40866175	42074808064.00	3.96	0.33
2013-03-19	1830.96	1813.32	1836.03	1805.56	1.09	19.72	21901416	22452103424.00	1.68	0.18
2013-03-18	1811.24	1829.39	1841.91	1809.44	-1.63	-30.08	25927284	27458292480.00	1.76	0.21
2013-03-15	1841.32	1835.61	1894.25	1815.37	0.16	2.96	38325471	38589034240.00	4.29	0.31
2013-03-14	1838.36	1830.71	1850.43	1824.13	0.15	2.75	20720849	21599515136.00	1.43	0.17
2013-03-13	1835.61	1853.02	1860.06	1827.65	-1.03	-19.01	21946981	21872477440.00	1.75	0.18
2013-03-12	1854.62	1878.54	1900.36	1837.83	-1.34	-25.20	28375102	28646032640.00	3.33	0.23
2013-03-11	1879.82	1895.05	1899.31	1867.37	-1.14	-21.66	19386327	21039587840.00	1.68	0.16
2013-03-08	1901.48	1906.36	1917.05	1889.38	-0.05	-0.89	23858347	26080937984.00	1.45	0.19
2013-03-07	1902.37	1922.93	1937.95	1881.67	-1.62	-31.33	32461904	35799074048.00	2.91	0.26
2013-03-06	1933.70	1925.52	1943.93	1907.62	0.89	16.99	36144745	37864531712.00	1.89	0.29
2013-03-05	1916.71	1844.29	1917.18	1843.16	4.08	75.09	40242321	40861173504.00	4.02	0.33
2013-03-04	1841.62	1904.43	1904.95	1828.55	-5.29	-102.80	48133501	49868903424.00	3.93	0.39
2013-03-01	1944.42	1955.73	1963.60	1911.66	-0.62	-12.19	32482814	36324800000.00	2.65	0.26
2013-02-28	1956.61	1906.13	1957.49	1886.74	3.55	67.13	39611086	42105790208.00	3.74	0.32
2013-02-27	1889.48	1871.44	1907.20	1869.51	1.31	24.35	28667309	28893671424.00	2.02	0.23
2013-02-26	1865.13	1874.05	1916.76	1863.01	-1.36	-25.64	36884580	38058465280.00	2.84	0.30
2013-02-25	1890.77	1893.44	1912.03	1879.84	0.39	7.29	22271335	22677560320.00	1.71	0.18
2013-02-22	1883.48	1895.43	1902.66	1878.34	-0.76	-14.42	25565221	27199426560.00	1.28	0.21
2013-02-21	1897.90	1955.17	1955.17	1876.32	-4.06	-80.40	44900040	46202057472.00	3.99	0.37
2013-02-20	1978.30	1982.43	1984.33	1948.70	-0.14	-2.77	29397312	30302361856.00	1.80	0.24
2013-02-19	1981.07	2011.39	2018.91	1971.43	-1.66	-33.51	31312885	33073491968.00	2.36	0.26
2013-02-18	2014.58	2051.92	2055.41	2013.22	-1.36	-27.84	32958719	34844945664.00	2.07	0.27
2013-02-08	2042.42	2044.14	2061.01	2022.89	-0.30	-6.16	34424608	36099049216.00	1.86	0.28
2013-02-07	2048.58	2074.48	2077.48	2014.75	-1.44	-29.91	43496463	46145289728.00	3.02	0.35
2013-02-06	2078.49	2069.34	2088.45	2063.99	0.46	9.54	35202126	36872236544.00	1.18	0.29
2013-02-05	2068.95	2044.16	2076.93	2035.37	0.17	3.56	50456801	48274217728.00	2.01	0.41
2013-02-04	2065.39	2068.02	2087.93	2050.69	0.47	9.67	55089818	60276858368.00	1.81	0.45
2013-02-01	2055.72	1984.97	2058.05	1979.10	3.13	62.47	43939579	48056952832.00	3.96	0.36
2013-01-31	1993.25	1992.48	2000.65	1976.70	0.20	3.93	37917418	36693048320.00	1.20	0.31
2013-01-30	1989.32	1984.92	1991.66	1969.77	0.34	6.70	40256772	40584410368.00	1.10	0.33
2013-01-29	1982.62	1959.80	1993.20	1950.48	1.29	25.22	41983989	45297085440.00	2.18	0.34
2013-01-28	1957.40	1890.89	1958.20	1890.89	3.76	70.95	40011939	42903720704.00	3.57	0.33
2013-01-25	1886.45	1898.28	1905.38	1881.13	-0.72	-13.73	21809224	23121684480.00	1.28	0.18
2013-01-24	1900.18	1909.92	1961.98	1885.46	-0.52	-9.96	46362516	45027602176.00	4.01	0.38
2013-01-23	1910.14	1890.69	1911.20	1885.27	0.61	11.64	28708680	26471549184.00	1.37	0.23
2013-01-22	1898.50	1895.00	1917.46	1878.45	0.00	0.06	41290890	38699040768.00	2.05	0.34
2013-01-21	1898.44	1890.85	1899.00	1871.67	0.62	11.65	31428562	33266653952.00	1.45	0.26
2013-01-18	1886.79	1867.76	1897.61	1854.66	1.72	31.85	25629170	27241991936.00	2.32	0.21
2013-01-17	1854.94	1871.64	1872.15	1844.45	-1.18	-22.06	23301845	24757645824.00	1.48	0.19
2013-01-16	1877.00	1895.23	1898.23	1851.33	-1.21	-23.05	31643989	34462185728.00	2.47	0.26
2013-01-15	1900.05	1892.51	1907.65	1889.69	0.37	6.95	32659328	34532269056.00	0.95	0.27
2013-01-14	1893.10	1811.32	1900.41	1811.07	4.07	74.12	35861754	37504710656.00	4.91	0.29
2013-01-11	1818.98	1857.77	1863.27	1810.84	-1.97	-36.51	26437823	26793508608.00	2.83	0.22
2013-01-10	1855.49	1854.99	1875.58	1843.35	0.01	0.15	25129345	26215851776.00	1.74	0.20
2013-01-09	1855.34	1851.61	1861.37	1839.01	-0.13	-2.35	25102113	27479952896.00	1.20	0.20
2013-01-08	1857.69	1879.85	1883.14	1846.29	-1.20	-22.57	25348552	28592800256.00	1.96	0.21
2013-01-07	1880.26	1865.06	1892.13	1857.28	0.52	9.76	28529499	29047314944.00	1.86	0.23
2013-01-04	1870.50	1885.96	1899.88	1849.78	0.69	12.82	39205649	39918820864.00	2.70	0.32
2012-12-31	1857.68	1821.98	1858.32	1821.98	2.19	39.83	32880988	31838655744.00	2.00	0.27
2012-12-28	1817.85	1789.69	1819.65	1789.42	1.74	31.07	26285552	26005737984.00	1.69	0.21
2012-12-27	1786.78	1805.83	1816.90	1785.86	-0.77	-13.78	24965547	25316964608.00	1.72	0.20
2012-12-26	1800.56	1796.61	1806.09	1792.86	0.09	1.68	25512386	25859593216.00	0.74	0.21
2012-12-25	1798.88	1739.74	1808.34	1734.60	3.00	52.44	36399072	35603057152.00	4.22	0.30
2012-12-24	1746.44	1733.41	1759.67	1731.84	0.49	8.45	19109019	21386826240.00	1.60	0.16
2012-12-21	1737.99	1753.25	1769.77	1732.99	-0.80	-13.95	25337049	24740344576.00	2.10	0.21
2012-12-20	1751.94	1735.80	1757.80	1725.85	0.45	7.92	25798834	25567567616.00	1.83	0.21
2012-12-19	1744.02	1740.28	1759.72	1736.47	-0.05	-0.83	25016549	24909314816.00	1.33	0.20
2012-12-18	1744.85	1734.95	1768.37	1725.56	0.35	6.00	34703474	31797100800.00	2.46	0.28
2012-12-17	1738.85	1732.90	1750.10	1732.64	0.62	10.79	38227780	34321087488.00	1.01	0.31
2012-12-14	1728.06	1637.61	1728.82	1637.61	5.65	92.43	47748303	41210669824.00	5.58	0.39
2012-12-13	1635.63	1651.67	1654.79	1634.63	-1.30	-21.50	16461029	15292968448.00	1.22	0.13
2012-12-12	1657.13	1645.63	1659.66	1642.79	0.74	12.12	20131344	17513566720.00	1.03	0.16
2012-12-11	1645.01	1648.06	1657.65	1642.94	-0.50	-8.27	20039302	17861853440.00	0.89	0.16
2012-12-10	1653.28	1642.08	1659.27	1640.56	1.12	18.36	30402229	24752551680.00	1.14	0.25
2012-12-07	1634.92	1602.30	1637.54	1599.67	2.16	34.50	31809626	27337261056.00	2.37	0.26
2012-12-06	1600.42	1599.53	1608.44	1590.04	-0.08	-1.32	19397373	18291814656.00	1.15	0.16
2012-12-05	1601.74	1544.57	1608.11	1543.26	3.61	55.79	35083555	30830009600.00	4.19	0.29
2012-12-04	1545.95	1529.33	1550.27	1528.28	0.90	13.77	13422758	12369660416.00	1.44	0.11
2012-12-03	1532.18	1544.59	1557.65	1531.58	-1.01	-15.58	15942709	14109293824.00	1.68	0.13
2012-11-30	1547.76	1531.60	1550.11	1529.03	0.97	14.84	12764586	10702616832.00	1.38	0.10
2012-11-29	1532.92	1541.84	1549.16	1530.57	-0.59	-9.15	11426423	8977813504.00	1.21	0.09
2012-11-28	1542.07	1547.25	1549.35	1538.77	-0.70	-10.85	11608977	9306419712.00	0.68	0.09
2012-11-27	1552.92	1559.46	1563.84	1551.56	-0.66	-10.28	11619656	9726978304.00	0.79	0.09
2012-11-26	1563.20	1565.64	1569.36	1557.75	-0.35	-5.55	8560923	7646679296.00	0.74	0.07
2012-11-23	1568.75	1559.71	1574.48	1555.16	0.90	14.00	11417987	10255113984.00	1.24	0.09
2012-11-22	1554.75	1553.97	1557.22	1547.64	-0.53	-8.22	7220379	7294749184.00	0.61	0.06
2012-11-21	1562.97	1539.89	1563.80	1534.32	1.46	22.48	10087244	9410997504.00	1.91	0.08
2012-11-20	1540.49	1554.81	1557.09	1539.38	-0.67	-10.40	8178309	8871561216.00	1.14	0.07
2012-11-19	1550.89	1550.25	1551.59	1533.51	-0.04	-0.67	10594898	10723919360.00	1.17	0.09
2012-11-16	1551.56	1560.82	1562.56	1542.53	-0.78	-12.14	11474377	9765525760.00	1.28	0.09
2012-11-15	1563.70	1573.59	1579.64	1563.28	-1.15	-18.25	10519202	8946153472.00	1.03	0.09
2012-11-14	1581.95	1575.83	1585.69	1571.55	0.42	6.69	10010013	8621065472.00	0.90	0.08
2012-11-13	1575.26	1600.30	1600.30	1571.63	-1.60	-25.62	12393955	10480952064.00	1.79	0.10
2012-11-12	1600.88	1592.86	1601.29	1587.17	0.57	9.03	13888289	11454982144.00	0.89	0.11
2012-11-09	1591.85	1589.52	1598.71	1587.79	0.01	0.23	11929670	8946786560.00	0.69	0.10
2012-11-08	1591.62	1604.95	1609.69	1590.91	-1.62	-26.21	12788451	11054023680.00	1.16	0.10
2012-11-07	1617.83	1617.21	1626.21	1608.79	-0.12	-1.91	13237335	12694241536.00	1.08	0.11
2012-11-06	1619.74	1625.41	1627.15	1597.75	-0.31	-4.97	13093677	12474319872.00	1.81	0.11
2012-11-05	1624.71	1623.76	1634.79	1615.38	-0.12	-1.90	16093072	13042280448.00	1.19	0.13
2012-11-02	1626.61	1617.32	1628.83	1609.38	0.55	8.88	15256004	13474074880.00	1.20	0.12
2012-11-01	1617.73	1589.30	1625.78	1589.14	1.93	30.68	19249881	17719539968.00	2.31	0.16
2012-10-31	1587.05	1578.47	1588.73	1573.19	0.68	10.73	13878468	11413930496.00	0.99	0.11
2012-10-30	1576.32	1572.55	1586.68	1568.46	0.30	4.79	13472986	10907175424.00	1.16	0.11
