时间	收盘价	开盘价	最高价	最低价	涨跌幅	涨跌额	成交量	成交额	振幅	换手率
2023-05-30	2535.14	2546.17	2553.95	2508.29	-0.52	-13.15	31874037	54485696512	1.79	0.26
2023-05-29	2548.29	2565.59	2566.83	2537.00	-0.44	-11.32	29439821	50638253492.00	1.17	0.24
2023-05-26	2559.61	2562.55	2569.23	2536.26	-0.19	-4.89	24048616	42981691427.00	1.29	0.20
2023-05-25	2564.50	2567.45	2572.19	2544.27	-0.50	-12.84	31772049	51886473422.00	1.08	0.26
2023-05-24	2577.34	2615.57	2615.57	2576.83	-1.54	-40.20	36912434	56122423125.00	1.48	0.30
2023-05-23	2617.54	2657.92	2662.39	2617.54	-1.55	-41.25	30513962	50037096912.00	1.69	0.25
2023-05-22	2658.79	2630.11	2669.23	2628.76	0.96	25.40	28098533	55198914724.00	1.54	0.23
2023-05-19	2633.39	2632.59	2649.69	2614.96	-0.41	-10.83	29813860	51202780896.00	1.31	0.24
2023-05-18	2644.22	2653.01	2665.28	2634.61	-0.19	-5.14	31967361	48796865060.00	1.16	0.26
2023-05-17	2649.36	2666.04	2673.02	2642.63	-0.79	-21.09	26249927	47819960946.00	1.14	0.21
2023-05-16	2670.45	2681.39	2685.58	2661.95	-0.25	-6.59	33879998	57784756971.00	0.88	0.28
2023-05-15	2677.04	2628.46	2677.26	2619.56	1.75	46.09	44553216	67150859705.00	2.19	0.36
2023-05-12	2630.95	2662.80	2668.88	2630.29	-1.32	-35.11	34912863	56724792987.00	1.45	0.28
2023-05-11	2666.06	2682.38	2688.69	2663.54	-0.29	-7.85	32992010	54214783130.00	0.94	0.27
2023-05-10	2673.91	2698.77	2706.20	2669.73	-1.11	-30.03	54524777	76887282421.00	1.35	0.44
2023-05-09	2703.94	2723.19	2751.44	2702.77	-0.60	-16.38	68807967	104858706975.00	1.79	0.56
2023-05-08	2720.32	2694.57	2727.73	2685.52	1.31	35.15	63882547	94656572711.00	1.57	0.52
2023-05-05	2685.17	2698.59	2706.33	2672.03	-0.28	-7.52	46797694	75424995923.00	1.27	0.38
2023-05-04	2692.69	2663.45	2696.59	2654.23	0.56	14.93	54055929	88583481681.00	1.58	0.44
2023-04-28	2677.76	2653.14	2683.47	2653.14	1.03	27.19	40548779	82332978554.00	1.14	0.33
2023-04-27	2650.57	2618.46	2658.78	2612.92	1.24	32.59	36174826	74638147867.00	1.75	0.29
2023-04-26	2617.98	2614.96	2627.58	2605.18	-0.05	-1.25	36961348	64329820445.00	0.86	0.30
2023-04-25	2619.23	2621.02	2629.73	2596.56	0.03	0.75	39516242	67135749460.00	1.27	0.32
2023-04-24	2618.48	2655.08	2656.67	2611.38	-1.35	-35.73	37410502	67028083974.00	1.71	0.31
2023-04-21	2654.21	2703.40	2703.40	2652.26	-1.87	-50.65	37325688	69157559710.00	1.89	0.30
2023-04-20	2704.86	2718.24	2721.20	2693.26	-0.58	-15.86	35867167	65781603356.00	1.03	0.29
2023-04-19	2720.72	2746.06	2746.06	2716.75	-0.86	-23.73	32903094	62163506624.00	1.07	0.27
2023-04-18	2744.45	2724.49	2753.81	2722.61	0.42	11.48	39615955	75979082504.00	1.14	0.32
2023-04-17	2732.97	2680.63	2732.97	2678.14	2.01	53.96	45366139	84844709067.00	2.05	0.37
2023-04-14	2679.01	2679.13	2692.46	2668.81	0.34	9.00	30896338	67304123994.00	0.89	0.25
2023-04-13	2670.01	2659.94	2675.00	2652.96	0.16	4.24	36099587	69859214876.00	0.83	0.29
2023-04-12	2665.77	2684.05	2684.44	2663.20	-0.53	-14.27	34962726	71006118018.00	0.79	0.29
2023-04-11	2680.04	2690.63	2694.32	2671.95	-0.18	-4.87	34114834	70196813749.00	0.83	0.28
2023-04-10	2684.91	2690.43	2690.43	2671.52	0.00	0.05	32266430	69540603031.00	0.70	0.26
2023-04-07	2684.86	2667.14	2692.51	2663.61	0.69	18.41	24161042	55779749487.00	1.08	0.20
2023-04-06	2666.45	2668.13	2672.72	2659.91	-0.35	-9.47	29605541	58470388254.00	0.48	0.24
2023-04-04	2675.92	2668.40	2676.06	2657.86	0.38	10.20	39497343	70301301531.00	0.68	0.32
2023-04-03	2665.72	2667.18	2673.66	2655.07	0.14	3.80	35269835	68174474904.00	0.70	0.29
2023-03-31	2661.92	2670.95	2681.82	2657.77	-0.09	-2.29	28888859	56414431747.00	0.90	0.24
2023-03-30	2664.21	2639.36	2665.34	2628.10	1.06	27.99	33612471	59176791713.00	1.41	0.27
2023-03-29	2636.22	2655.41	2658.13	2632.84	-0.10	-2.52	26888679	47430708932.00	0.96	0.22
2023-03-28	2638.74	2646.98	2653.57	2633.92	-0.03	-0.88	27215781	47612516053.00	0.74	0.22
2023-03-27	2639.62	2652.79	2652.79	2626.58	-0.52	-13.67	34045359	56455183677.00	0.99	0.28
2023-03-24	2653.29	2664.53	2664.53	2648.34	-0.58	-15.38	30711612	53508170882.00	0.61	0.25
2023-03-23	2668.67	2641.82	2668.67	2641.07	0.65	17.14	28767182	53563266211.00	1.04	0.23
2023-03-22	2651.53	2652.71	2666.70	2643.12	0.31	8.17	26143513	48176487986.00	0.89	0.21
2023-03-21	2643.36	2623.58	2648.05	2622.85	1.02	26.61	31161690	53834171809.00	0.96	0.25
2023-03-20	2616.75	2632.25	2644.83	2614.28	-0.45	-11.84	42916078	62406257915.00	1.16	0.35
2023-03-17	2628.59	2644.95	2672.29	2620.43	0.22	5.77	43717732	68652979539.00	1.98	0.36
2023-03-16	2622.82	2627.04	2647.53	2621.72	-0.97	-25.57	39478516	57371205148.00	0.97	0.32
2023-03-15	2648.39	2666.94	2674.08	2647.96	0.12	3.28	33345926	49841531099.00	0.99	0.27
2023-03-14	2645.11	2658.28	2658.28	2627.00	-0.71	-18.93	33042266	54832229454.00	1.17	0.27
2023-03-13	2664.04	2637.82	2672.01	2637.71	1.05	27.65	34164329	53757120805.00	1.30	0.28
2023-03-10	2636.39	2648.81	2667.96	2636.01	-1.33	-35.45	28778692	47519703177.00	1.20	0.23
2023-03-09	2671.84	2694.15	2697.25	2660.62	-0.75	-20.09	27251214	47063041503.00	1.36	0.22
2023-03-08	2691.93	2698.59	2699.88	2679.17	-0.78	-21.24	29539308	47688685083.00	0.76	0.24
2023-03-07	2713.17	2741.79	2761.35	2711.25	-1.13	-30.97	55146111	73443730822.00	1.83	0.45
2023-03-06	2744.14	2773.27	2774.00	2734.96	-1.09	-30.37	38301675	67238922936.00	1.41	0.31
2023-03-03	2774.51	2778.89	2784.13	2757.69	0.20	5.40	40428992	53308630783.00	0.95	0.33
2023-03-02	2769.11	2766.08	2782.79	2762.11	-0.16	-4.54	33747752	52817037672.00	0.75	0.28
2023-03-01	2773.65	2736.05	2783.32	2729.80	1.33	36.50	35893952	59859898942.00	1.96	0.29
2023-02-28	2737.15	2730.52	2740.22	2703.26	0.50	13.57	24170896	45601510423.00	1.36	0.20
2023-02-27	2723.58	2713.43	2738.12	2712.79	-0.15	-4.01	22288276	44925779261.00	0.93	0.18
2023-02-24	2727.59	2762.79	2764.65	2722.18	-1.44	-39.95	25062085	49608201967.00	1.53	0.20
2023-02-23	2767.54	2770.72	2790.89	2757.49	-0.06	-1.80	23120961	49463966830.00	1.21	0.19
2023-02-22	2769.34	2786.72	2795.24	2766.36	-1.17	-32.80	21310123	45344054801.00	1.03	0.17
2023-02-21	2802.14	2785.99	2805.71	2779.18	0.49	13.74	35587226	63800608940.00	0.95	0.29
2023-02-20	2788.40	2720.05	2790.98	2717.50	2.73	74.11	38545666	70567258808.00	2.71	0.31
2023-02-17	2714.29	2737.01	2759.52	2712.50	-1.04	-28.51	27014083	52873770382.00	1.71	0.22
2023-02-16	2742.80	2754.95	2787.16	2725.84	-0.35	-9.54	32593974	64225693018.00	2.23	0.27
2023-02-15	2752.34	2776.01	2780.59	2746.28	-0.89	-24.64	23919067	48613527296.00	1.24	0.20
2023-02-14	2776.98	2770.24	2776.98	2760.59	0.33	9.19	22294840	49531533948.00	0.59	0.18
2023-02-13	2767.79	2739.72	2772.05	2733.21	0.77	21.07	30104364	63989468953.00	1.41	0.25
2023-02-10	2746.72	2757.53	2757.53	2738.61	-0.55	-15.15	18510167	40747626268.00	0.69	0.15
2023-02-09	2761.87	2725.20	2765.62	2723.56	1.12	30.62	19825081	48791468328.00	1.54	0.16
2023-02-08	2731.25	2744.49	2758.04	2727.77	-0.34	-9.19	20115261	38028487516.00	1.10	0.16
2023-02-07	2740.44	2744.70	2752.79	2730.83	0.20	5.44	20708210	42790863179.00	0.80	0.17
2023-02-06	2735.00	2744.70	2744.70	2716.73	-1.43	-39.80	26304300	59654757748.00	1.01	0.21
2023-02-03	2774.80	2795.11	2795.11	2753.06	-1.32	-37.05	31007460	65413067444.00	1.50	0.25
2023-02-02	2811.85	2828.53	2828.53	2798.35	-0.32	-9.02	34064475	70794092706.00	1.07	0.28
2023-02-01	2820.87	2819.18	2820.87	2780.89	0.46	12.92	37555987	71988315699.00	1.42	0.31
2023-01-31	2807.95	2842.52	2853.90	2804.98	-1.10	-31.17	30032900	67183034548.00	1.72	0.24
2023-01-30	2839.12	2895.35	2895.35	2835.65	0.08	2.31	42026518	91628151042.00	2.10	0.34
2023-01-20	2836.81	2831.68	2847.31	2822.69	0.57	16.00	34410546	64327252941.00	0.87	0.28
2023-01-19	2820.81	2807.56	2823.11	2786.08	0.38	10.72	23936652	56070795481.00	1.32	0.20
2023-01-18	2810.09	2829.79	2838.83	2807.55	-0.60	-16.94	20562468	46976558790.00	1.11	0.17
2023-01-17	2827.03	2833.74	2837.59	2813.72	-0.26	-7.26	24969526	58394050935.00	0.84	0.20
2023-01-16	2834.29	2789.87	2864.88	2787.95	1.68	46.93	39276584	93451912969.00	2.76	0.32
2023-01-13	2787.36	2751.58	2787.36	2747.36	1.66	45.41	24652015	56444142488.00	1.46	0.20
2023-01-12	2741.95	2749.69	2752.12	2732.83	0.06	1.76	22257903	47888079187.00	0.70	0.18
2023-01-11	2740.19	2739.94	2760.10	2733.43	0.24	6.57	24748045	54746699631.00	0.98	0.20
2023-01-10	2733.62	2742.70	2748.64	2731.82	-0.31	-8.58	24212915	55251392672.00	0.61	0.20
2023-01-09	2742.20	2731.00	2747.61	2722.15	1.05	28.57	29682897	61358496788.00	0.94	0.24
2023-01-06	2713.63	2704.24	2721.93	2698.91	0.49	13.32	28367259	61190293595.00	0.85	0.23
2023-01-05	2700.31	2670.46	2705.74	2668.15	1.86	49.30	27714894	65754233548.00	1.42	0.23
2023-01-04	2651.01	2644.29	2659.54	2637.72	0.36	9.59	28065521	51793840040.00	0.83	0.23
2023-01-03	2641.42	2628.67	2645.99	2603.72	0.23	6.17	30230100	54746966089.00	1.60	0.25
2022-12-30	2635.25	2633.16	2648.41	2631.85	0.50	13.18	23889757	41838275441.00	0.63	0.19
2022-12-29	2622.07	2622.19	2627.43	2605.05	-0.62	-16.24	22776667	41251495769.00	0.85	0.19
2022-12-28	2638.31	2629.98	2646.71	2620.12	0.22	5.86	23171189	41656655888.00	1.01	0.19
2022-12-27	2632.45	2623.17	2640.74	2616.93	0.96	24.93	21814661	39852708568.00	0.91	0.18
2022-12-26	2607.52	2617.18	2625.88	2604.90	-0.32	-8.36	19812417	41566451976.00	0.80	0.16
2022-12-23	2615.88	2602.41	2628.39	2595.85	-0.15	-3.88	15929014	34443192589.00	1.24	0.13
2022-12-22	2619.76	2632.20	2645.73	2608.44	0.47	12.34	21069503	45768048894.00	1.43	0.17
2022-12-21	2607.42	2608.87	2617.92	2602.61	0.31	7.93	15738830	33738171083.00	0.59	0.13
2022-12-20	2599.49	2636.08	2640.01	2580.87	-1.76	-46.69	21723971	47284907221.00	2.23	0.18
2022-12-19	2646.18	2688.12	2696.93	2635.19	-1.57	-42.11	26354633	47877355233.00	2.30	0.21
2022-12-16	2688.29	2662.48	2691.19	2662.48	0.49	13.10	24961068	50701982504.00	1.07	0.20
2022-12-15	2675.19	2689.57	2697.42	2661.85	-0.42	-11.18	23159163	48382939707.00	1.32	0.19
2022-12-14	2686.37	2678.47	2698.01	2663.78	0.35	9.47	25966933	56047969412.00	1.28	0.21
2022-12-13	2676.90	2673.54	2688.22	2668.48	0.11	2.96	28521298	49921377425.00	0.74	0.23
2022-12-12	2673.94	2689.57	2700.40	2670.20	-1.21	-32.80	31632079	64882716797.00	1.12	0.26
2022-12-09	2706.74	2676.71	2712.88	2663.60	1.27	33.84	38346283	73826523189.00	1.84	0.31
2022-12-08	2672.90	2667.36	2681.65	2661.75	0.08	2.25	26334919	51241277298.00	0.75	0.21
2022-12-07	2670.65	2678.64	2705.24	2661.25	-0.53	-14.20	34532578	64178141479.00	1.64	0.28
2022-12-06	2684.85	2663.11	2704.90	2658.16	0.33	8.71	36256033	70740334376.00	1.75	0.30
2022-12-05	2676.14	2647.46	2676.42	2635.75	2.35	61.53	54629803	84809079075.00	1.56	0.45
2022-12-02	2614.61	2628.11	2630.26	2609.51	-0.63	-16.60	29314794	55063832762.00	0.79	0.24
2022-12-01	2631.21	2661.18	2678.34	2629.89	0.95	24.67	44157533	83723221531.00	1.86	0.36
2022-11-30	2606.54	2595.23	2623.85	2593.51	-0.05	-1.21	40555440	67717735918.00	1.16	0.33
2022-11-29	2607.75	2538.61	2611.75	2538.61	4.16	104.13	49083250	91604848925.00	2.92	0.40
2022-11-28	2503.62	2489.47	2507.78	2458.87	-1.61	-40.99	32774737	57721467125.00	1.92	0.27
2022-11-25	2544.61	2518.88	2554.54	2512.88	0.95	24.05	41295288	53724596407.00	1.65	0.34
2022-11-24	2520.56	2550.30	2562.08	2517.18	-0.59	-14.96	22319192	38922995229.00	1.77	0.18
2022-11-23	2535.52	2524.18	2554.76	2520.83	0.17	4.18	35963861	52465863181.00	1.34	0.29
2022-11-22	2531.34	2516.70	2555.79	2508.86	0.66	16.49	37295381	56544106186.00	1.87	0.30
2022-11-21	2514.85	2523.05	2523.05	2489.44	-1.25	-31.87	25530779	54296498027.00	1.32	0.21
2022-11-18	2546.72	2563.27	2572.71	2544.84	-0.52	-13.30	28456962	55593763720.00	1.09	0.23
2022-11-17	2560.02	2566.28	2569.43	2531.30	-0.50	-12.87	27483703	61556087510.00	1.48	0.22
2022-11-16	2572.89	2581.93	2595.30	2568.38	-0.42	-10.83	28836155	64419185592.00	1.04	0.24
2022-11-15	2583.72	2535.28	2594.27	2526.62	1.79	45.42	36580901	78909146343.00	2.67	0.30
2022-11-14	2538.30	2550.97	2577.20	2532.55	0.80	20.25	50342000	94228472128.00	1.77	0.41
2022-11-11	2518.05	2511.78	2546.09	2482.11	3.19	77.73	61500881	104649174524.00	2.62	0.50
2022-11-10	2440.32	2422.01	2451.47	2414.35	0.00	-0.03	38204021	50215591799.00	1.52	0.31
2022-11-09	2440.35	2460.24	2470.41	2435.02	-0.76	-18.74	25125325	45243206192.00	1.44	0.20
2022-11-08	2459.09	2476.65	2482.58	2442.92	-0.75	-18.68	27299352	51556848177.00	1.60	0.22
2022-11-07	2477.77	2452.01	2490.32	2449.63	0.38	9.49	40441961	71757131755.00	1.65	0.33
2022-11-04	2468.28	2383.96	2479.23	2383.96	3.39	80.83	40622068	87029322475.00	3.99	0.33
2022-11-03	2387.45	2396.47	2409.14	2376.07	-1.28	-30.87	28652756	61043266278.00	1.37	0.23
2022-11-02	2418.32	2385.71	2437.95	2375.51	0.91	21.69	42290890	87715382806.00	2.61	0.34
2022-11-01	2396.63	2306.43	2397.00	2306.43	4.39	100.71	50098867	96914775551.00	3.94	0.41
2022-10-31	2295.92	2300.88	2327.06	2288.01	-1.33	-31.02	41520625	75891431117.00	1.68	0.34
2022-10-28	2326.94	2364.75	2377.91	2322.64	-2.28	-54.32	32458223	70729706619.00	2.32	0.26
2022-10-27	2381.26	2413.02	2432.15	2379.06	-0.80	-19.26	35517252	75410992380.00	2.21	0.29
2022-10-26	2400.52	2395.87	2438.69	2392.74	0.23	5.60	36580109	69180872442.00	1.92	0.30
2022-10-25	2394.92	2386.85	2427.32	2376.16	0.10	2.32	28439409	63865287492.00	2.14	0.23
2022-10-24	2392.60	2468.70	2493.06	2386.54	-3.80	-94.62	39801915	89357086119.00	4.28	0.32
2022-10-21	2487.22	2503.11	2510.60	2473.20	-0.57	-14.28	27251549	52814977871.00	1.50	0.22
2022-10-20	2501.50	2495.02	2535.39	2494.29	-0.73	-18.40	23833182	56851849474.00	1.63	0.19
2022-10-19	2519.90	2562.54	2572.30	2519.90	-1.95	-50.07	21590683	52542101694.00	2.04	0.18
2022-10-18	2569.97	2594.70	2598.21	2565.04	-0.60	-15.53	20975050	46231590303.00	1.28	0.17
2022-10-17	2585.50	2572.61	2588.34	2561.24	0.03	0.82	26826742	57829756650.00	1.05	0.22
2022-10-14	2584.68	2544.24	2599.14	2541.38	2.42	61.05	33449619	73266105639.00	2.29	0.27
2022-10-13	2523.63	2534.51	2541.16	2517.44	-1.23	-31.39	28627223	61241425856.00	0.93	0.23
2022-10-12	2555.02	2537.81	2556.52	2482.55	0.59	15.07	28635606	59094755213.00	2.91	0.23
2022-10-11	2539.95	2552.17	2553.21	2532.28	-0.20	-5.10	24216496	42992647471.00	0.82	0.20
2022-10-10	2545.05	2610.76	2611.05	2542.01	-2.49	-65.07	33718358	59795586075.00	2.65	0.27
2022-09-30	2610.12	2618.08	2631.78	2604.93	0.04	1.14	23244464	43646943525.00	1.03	0.19
2022-09-29	2608.98	2633.07	2644.07	2596.96	-0.11	-3.00	25969017	52847177039.00	1.80	0.21
2022-09-28	2611.98	2635.26	2637.02	2608.64	-1.17	-30.94	24732086	47725104166.00	1.07	0.20
2022-09-27	2642.92	2616.05	2645.74	2605.24	1.07	28.02	26144970	50215186025.00	1.55	0.21
2022-09-26	2614.90	2612.67	2650.25	2611.53	-0.57	-14.91	34384533	55792674826.00	1.47	0.28
2022-09-23	2629.81	2625.25	2649.81	2618.94	0.02	0.44	30277934	46355758355.00	1.17	0.25
2022-09-22	2629.37	2632.00	2645.57	2621.82	-0.86	-22.84	24229236	43456028548.00	0.90	0.20
2022-09-21	2652.21	2667.17	2670.06	2641.72	-0.81	-21.67	23960147	45605600042.00	1.06	0.20
2022-09-20	2673.88	2688.17	2691.55	2666.66	-0.21	-5.71	23751394	43436818580.00	0.93	0.19
2022-09-19	2679.59	2677.33	2695.40	2669.09	0.06	1.56	27260379	46974619309.00	0.98	0.22
2022-09-16	2678.03	2731.96	2738.65	2678.03	-2.40	-65.76	38441774	65500196089.00	2.21	0.31
2022-09-15	2743.79	2753.13	2769.46	2728.84	-0.06	-1.64	33698861	65224694912.00	1.48	0.27
2022-09-14	2745.43	2734.91	2760.40	2732.78	-0.86	-23.80	24848499	46151277066.00	1.00	0.20
2022-09-13	2769.23	2769.41	2781.40	2751.09	0.42	11.66	29928992	62467591904.00	1.10	0.24
2022-09-09	2757.57	2719.01	2763.17	2710.77	1.82	49.29	32485640	66848160232.00	1.93	0.26
2022-09-08	2708.28	2714.03	2725.25	2707.47	-0.09	-2.41	24209022	45568624387.00	0.66	0.20
2022-09-07	2710.69	2709.77	2718.17	2703.08	-0.51	-13.81	23454754	52204053022.00	0.55	0.19
2022-09-06	2724.50	2706.10	2726.72	2704.00	0.99	26.73	29124448	59350157193.00	0.84	0.24
2022-09-05	2697.77	2700.11	2706.96	2676.60	-0.50	-13.49	24938690	53553637428.00	1.12	0.20
2022-09-02	2711.26	2737.20	2740.66	2698.33	-0.77	-21.14	22781335	46293973683.00	1.55	0.19
2022-09-01	2732.40	2750.03	2757.88	2731.70	-1.06	-29.38	25422479	53892302705.00	0.95	0.21
2022-08-31	2761.78	2713.29	2779.62	2713.29	1.29	35.12	39886395	84495695146.00	2.43	0.33
2022-08-30	2726.66	2731.98	2741.60	2705.05	-0.20	-5.55	25930522	49973839747.00	1.34	0.21
2022-08-29	2732.21	2721.86	2736.60	2718.97	-0.70	-19.38	24890507	49337708448.00	0.64	0.20
2022-08-26	2751.59	2758.51	2763.64	2745.52	-0.04	-0.97	26031347	59152883354.00	0.66	0.21
2022-08-25	2752.56	2715.64	2756.94	2707.46	1.64	44.47	31964009	66906946066.00	1.83	0.26
2022-08-24	2708.09	2738.38	2750.87	2706.15	-1.01	-27.58	30925306	64735398628.00	1.63	0.25
2022-08-23	2735.67	2754.63	2759.69	2727.74	-0.75	-20.70	24908538	62558926317.00	1.16	0.20
2022-08-22	2756.37	2737.40	2767.28	2736.13	0.21	5.74	29128136	69087912887.00	1.13	0.24
2022-08-19	2750.63	2755.09	2772.22	2750.06	-0.31	-8.66	28186658	65239909719.00	0.80	0.23
2022-08-18	2759.29	2778.13	2783.76	2751.48	-0.95	-26.56	22583132	51799985787.00	1.16	0.18
2022-08-17	2785.85	2773.39	2791.71	2751.02	0.60	16.59	28030548	54766826776.00	1.47	0.23
2022-08-16	2769.26	2785.94	2793.27	2764.66	-0.48	-13.41	23477494	55102694411.00	1.03	0.19
2022-08-15	2782.67	2787.51	2811.24	2779.63	-0.51	-14.22	26458290	55591479150.00	1.13	0.22
2022-08-12	2796.89	2780.05	2802.58	2774.96	0.35	9.83	26662477	54831015036.00	0.99	0.22
2022-08-11	2787.06	2744.68	2787.37	2737.88	2.05	56.10	29472385	66652794990.00	1.81	0.24
2022-08-10	2730.96	2762.36	2770.50	2719.61	-1.20	-33.11	22936910	53349296020.00	1.84	0.19
2022-08-09	2764.07	2760.24	2769.73	2752.49	0.11	2.91	21903695	51085166304.00	0.62	0.18
2022-08-08	2761.16	2762.32	2771.36	2751.36	-0.48	-13.18	23846182	54567025150.00	0.72	0.19
2022-08-05	2774.34	2748.65	2777.11	2738.14	1.21	33.25	28242294	62341987756.00	1.42	0.23
2022-08-04	2741.09	2724.80	2743.62	2717.79	1.12	30.37	26974489	61032417157.00	0.95	0.22
2022-08-03	2710.72	2735.16	2755.68	2705.95	-0.73	-20.04	30843803	69889917972.00	1.82	0.25
2022-08-02	2730.76	2757.19	2757.19	2705.73	-1.83	-50.92	38548568	72447651730.00	1.85	0.31
2022-08-01	2781.68	2785.69	2794.18	2763.58	-0.38	-10.65	28003765	59876353755.00	1.10	0.23
2022-07-29	2792.33	2827.47	2849.25	2784.57	-1.23	-34.78	33568668	67290565443.00	2.29	0.27
2022-07-28	2827.11	2839.25	2861.52	2826.53	-0.10	-2.81	28466460	64358462646.00	1.24	0.23
2022-07-27	2829.92	2847.01	2847.86	2825.62	-0.87	-24.72	22851265	54040051160.00	0.78	0.19
2022-07-26	2854.64	2845.14	2864.46	2843.00	0.61	17.38	25431635	54799248822.00	0.76	0.21
2022-07-25	2837.26	2846.83	2846.98	2829.24	-0.39	-11.18	21598772	46782168201.00	0.62	0.18
2022-07-22	2848.44	2845.92	2869.36	2828.65	0.42	11.78	27685924	58284600844.00	1.44	0.23
2022-07-21	2836.66	2862.87	2866.31	2836.24	-1.30	-37.42	31975666	59544814678.00	1.05	0.26
2022-07-20	2874.08	2883.52	2887.94	2867.59	0.30	8.48	25435960	54309122279.00	0.71	0.21
2022-07-19	2865.60	2876.32	2876.40	2839.06	-0.45	-13.04	31837183	60686230006.00	1.30	0.26
2022-07-18	2878.64	2849.99	2880.75	2826.13	1.38	39.25	37044128	73808619626.00	1.92	0.30
2022-07-15	2839.39	2873.81	2912.32	2839.39	-1.93	-55.91	46688478	87698249403.00	2.52	0.38
2022-07-14	2895.30	2906.48	2916.18	2882.57	-0.65	-18.99	47853249	84992875731.00	1.15	0.39
2022-07-13	2914.29	2918.35	2930.39	2902.66	-0.26	-7.71	41584475	74213608922.00	0.95	0.34
2022-07-12	2922.00	2942.52	2953.70	2910.45	-0.69	-20.30	38270400	74996181537.00	1.47	0.31
2022-07-11	2942.30	2974.36	2974.36	2930.10	-1.70	-51.01	44212391	82810321481.00	1.48	0.36
2022-07-08	2993.31	3012.88	3022.35	2992.63	0.14	4.10	34455297	77736661889.00	0.99	0.28
2022-07-07	2989.21	2994.36	3005.00	2968.35	-0.25	-7.52	36006411	79829716992.00	1.22	0.29
2022-07-06	2996.73	3041.49	3041.49	2979.33	-1.81	-55.38	44206692	94508527616.00	2.04	0.36
2022-07-05	3052.11	3058.43	3078.40	3018.19	0.06	1.96	45992568	99185307648.00	1.97	0.38
2022-07-04	3050.15	3031.06	3051.06	3011.33	0.16	4.88	40903798	97466331136.00	1.30	0.33
2022-07-01	3045.27	3066.59	3072.85	3033.60	-0.43	-13.13	45684764	87637032960.00	1.28	0.37
2022-06-30	3058.40	3001.81	3085.22	3001.81	1.63	49.16	43874918	100136521728.00	2.77	0.36
2022-06-29	3009.24	3029.38	3050.45	3001.28	-0.99	-30.17	50725386	101279711232.00	1.62	0.41
2022-06-28	3039.41	3012.62	3044.54	2991.54	0.84	25.46	54792325	100324929536.00	1.76	0.45
2022-06-27	3013.95	2991.10	3034.69	2991.10	1.32	39.20	61419226	114054582272.00	1.47	0.50
2022-06-24	2974.75	2945.29	2983.61	2944.19	1.32	38.87	63000143	108034465792.00	1.34	0.51
2022-06-23	2935.88	2896.72	2936.64	2896.72	1.51	43.59	62859405	92505280512.00	1.38	0.51
2022-06-22	2892.29	2932.06	2932.06	2890.76	-1.17	-34.19	56598162	84084551680.00	1.41	0.46
2022-06-21	2926.48	2924.15	2945.70	2902.38	0.05	1.56	55889183	90988265472.00	1.48	0.46
2022-06-20	2924.92	2935.22	2951.07	2904.38	-0.38	-11.28	45610419	92728619008.00	1.59	0.37
2022-06-17	2936.20	2876.51	2943.32	2876.51	1.55	44.86	40393929	93115678720.00	2.31	0.33
2022-06-16	2891.34	2927.16	2936.47	2888.74	-1.12	-32.65	47081869	90668011520.00	1.63	0.38
2022-06-15	2923.99	2882.15	2971.36	2882.15	1.43	41.29	67945052	135234883584.00	3.09	0.55
2022-06-14	2882.70	2814.82	2884.47	2808.98	1.34	37.98	49868703	91875995648.00	2.65	0.41
2022-06-13	2844.72	2862.90	2868.62	2826.98	-1.89	-54.86	47424829	92932464640.00	1.44	0.39
2022-06-10	2899.58	2843.58	2902.48	2836.86	1.09	31.16	43608837	85845352448.00	2.29	0.36
2022-06-09	2868.42	2877.88	2896.74	2857.82	-0.38	-10.89	39319631	77278265344.00	1.35	0.32
2022-06-08	2879.31	2857.69	2888.67	2849.26	1.14	32.50	35299288	83463852032.00	1.38	0.29
2022-06-07	2846.81	2828.16	2863.14	2819.82	0.75	21.16	36678863	85956206592.00	1.53	0.30
2022-06-06	2825.65	2792.44	2826.60	2762.96	1.27	35.33	43391368	86762897408.00	2.28	0.35
2022-06-02	2790.32	2786.08	2794.10	2776.73	-0.28	-7.75	25268373	55769768192.00	0.62	0.21
2022-06-01	2798.07	2811.15	2812.78	2783.61	-0.54	-15.15	26244837	54013740544.00	1.04	0.21
2022-05-31	2813.22	2780.56	2817.49	2769.56	1.25	34.77	32518688	73083531264.00	1.73	0.27
2022-05-30	2778.45	2777.85	2788.98	2767.09	0.56	15.38	27674307	58589673216.00	0.79	0.23
2022-05-27	2763.07	2766.32	2789.24	2753.78	0.66	18.17	29185247	61031891456.00	1.29	0.24
2022-05-26	2744.90	2749.99	2760.80	2717.74	0.05	1.48	28441444	60605725440.00	1.57	0.23
2022-05-25	2743.42	2737.64	2749.07	2727.49	0.34	9.23	23772738	48795937280.00	0.79	0.19
2022-05-24	2734.19	2784.65	2786.54	2733.70	-1.74	-48.36	32609850	63833541632.00	1.90	0.27
2022-05-23	2782.55	2813.93	2813.93	2769.70	-0.90	-25.39	28488753	59978039808.00	1.58	0.23
2022-05-20	2807.94	2759.83	2807.98	2759.83	2.31	63.39	34667621	76403793920.00	1.75	0.28
2022-05-19	2744.55	2711.45	2748.30	2708.81	-0.04	-0.98	25978539	58086722560.00	1.44	0.21
2022-05-18	2745.53	2765.28	2765.28	2720.92	-0.41	-11.21	25319083	57059042560.00	1.61	0.21
